066130,,+47.092,+008.305
237340,,+62.450,+066.050
477440,,+35.433,+133.333
714280,,+49.100,-066.650
723545,03965,+36.162,-097.089
947550,,-34.040,+150.687
,03761,+39.859,-075.786
745944,93784,+39.281,-076.609
638320,,-05.083,+032.833
548360,,+36.183,+118.150
